trial_id,w_g,braiding_phase,active_cubes,stability_score,version,timestamp,num_layers,num_polarities,max_facts,gauge_strength,omega_R
19,111.409,0.81304,12,7.95,10.8,2026-04-17T22:57:28.119576,3,12,36,0.88,0.02225
20,111.408,0.81317,12,7.93,10.8,2026-04-17T22:57:28.121221,4,24,42,0.8825,0.02225
21,111.409,0.81405,12,7.88,10.8,2026-04-17T22:57:28.123187,2,18,24,0.8775,0.023
22,111.408,0.81506,12,7.92,10.8,2026-04-17T22:57:28.125099,4,12,30,0.8775,0.02275
23,111.408,0.81393,12,7.97,10.8,2026-04-17T22:57:28.127171,4,24,24,0.8775,0.0225
24,111.408,0.81335,12,7.88,10.8,2026-04-17T22:57:28.129049,3,12,30,0.8825,0.023
25,111.408,0.81455,12,8.0,10.8,2026-04-17T22:57:28.130646,4,12,36,0.88,0.0225
26,111.406,0.81344,12,7.95,10.8,2026-04-17T22:57:28.132241,4,12,30,0.88,0.02275
27,111.407,0.81433,12,7.88,10.8,2026-04-17T22:57:28.133834,2,24,42,0.8825,0.022
28,111.41,0.81313,12,7.88,10.8,2026-04-17T22:57:28.135734,2,12,30,0.8825,0.022
29,111.409,0.81485,12,7.98,10.8,2026-04-17T22:57:28.137417,3,18,30,0.8825,0.0225
30,111.409,0.81454,12,7.93,10.8,2026-04-17T22:57:28.139021,3,24,30,0.8825,0.02225
31,111.407,0.81429,12,7.9,10.8,2026-04-17T22:57:28.140781,4,12,24,0.875,0.02275
32,111.408,0.81345,12,7.88,10.8,2026-04-17T22:57:28.142399,4,18,24,0.8825,0.023
33,111.407,0.81443,12,7.9,10.8,2026-04-17T22:57:28.144573,4,18,48,0.885,0.02225
34,111.407,0.8134,12,7.93,10.8,2026-04-17T22:57:28.146177,3,24,24,0.8825,0.02225
35,111.41,0.81279,12,7.85,10.8,2026-04-17T22:57:28.147812,3,24,30,0.885,0.023
36,111.409,0.81393,12,7.85,10.8,2026-04-17T22:57:28.149413,4,24,42,0.875,0.022
37,111.409,0.81363,12,7.85,10.8,2026-04-17T22:57:28.151000,2,18,48,0.885,0.022
38,111.407,0.81439,12,7.9,10.8,2026-04-17T22:57:28.152617,2,24,30,0.885,0.02275
39,111.406,0.81257,12,7.93,10.8,2026-04-17T22:57:28.154199,4,12,30,0.8825,0.02275
40,111.41,0.81335,12,7.93,10.8,2026-04-17T22:57:28.155806,4,24,30,0.8825,0.02225
41,111.405,0.81415,12,7.85,10.8,2026-04-17T22:57:28.157420,3,12,30,0.875,0.023
42,111.41,0.81503,12,7.98,10.8,2026-04-17T22:57:28.159018,2,12,24,0.8825,0.0225
43,111.408,0.813,12,7.92,10.8,2026-04-17T22:57:28.160627,4,12,48,0.8775,0.02275
44,111.408,0.81255,12,7.88,10.8,2026-04-17T22:57:28.162212,2,24,48,0.8825,0.023
45,111.411,0.81298,12,7.92,10.8,2026-04-17T22:57:28.163825,2,12,36,0.8775,0.02275
46,111.407,0.81401,12,7.93,10.8,2026-04-17T22:57:28.165431,4,24,48,0.8825,0.02275
47,111.408,0.81342,12,8.0,10.8,2026-04-17T22:57:28.167069,3,12,48,0.88,0.0225
48,111.407,0.81305,12,7.88,10.8,2026-04-17T22:57:28.169499,2,12,48,0.8825,0.022
49,111.406,0.81257,12,7.9,10.8,2026-04-17T22:57:28.171165,4,12,42,0.875,0.02275
50,111.408,0.81367,12,7.88,10.8,2026-04-17T22:57:28.172841,4,12,42,0.8775,0.022
51,111.406,0.81396,12,7.88,10.8,2026-04-17T22:57:28.174676,2,18,48,0.8825,0.023
52,111.408,0.81439,12,7.97,10.8,2026-04-17T22:57:28.176300,2,24,42,0.8775,0.0225
53,111.407,0.81402,12,7.88,10.8,2026-04-17T22:57:28.178111,4,12,48,0.8775,0.022
54,111.406,0.81486,12,7.88,10.8,2026-04-17T22:57:28.180801,4,12,42,0.8775,0.022
55,111.407,0.81474,12,7.85,10.8,2026-04-17T22:57:28.182944,2,18,24,0.885,0.022
56,111.406,0.81505,12,8.0,10.8,2026-04-17T22:57:28.184604,4,24,36,0.88,0.0225
57,111.408,0.81327,12,7.85,10.8,2026-04-17T22:57:28.186235,3,12,48,0.885,0.023
58,111.407,0.81363,12,7.93,10.8,2026-04-17T22:57:28.188488,2,12,36,0.8825,0.02225
59,111.408,0.8143,12,7.88,10.8,2026-04-17T22:57:28.190233,4,18,42,0.8825,0.023
60,111.41,0.81427,12,7.97,10.8,2026-04-17T22:57:28.191959,3,24,30,0.8775,0.0225
61,111.408,0.81448,12,7.85,10.8,2026-04-17T22:57:28.193908,4,12,30,0.875,0.023
62,111.408,0.81435,12,7.85,10.8,2026-04-17T22:57:28.196323,2,24,36,0.885,0.022
63,111.409,0.81361,12,7.92,10.8,2026-04-17T22:57:28.198042,4,18,48,0.8775,0.02275
64,111.408,0.81469,12,7.9,10.8,2026-04-17T22:57:28.200415,2,12,42,0.88,0.022
65,111.407,0.8132,12,7.88,10.8,2026-04-17T22:57:28.202433,3,18,42,0.8825,0.023
66,111.407,0.8125,12,7.85,10.8,2026-04-17T22:57:28.204323,2,12,36,0.875,0.023
67,111.409,0.81389,12,7.85,10.8,2026-04-17T22:57:28.206727,2,24,36,0.875,0.022
68,111.408,0.8134,12,7.95,10.8,2026-04-17T22:57:28.208643,2,24,30,0.88,0.02275
69,111.407,0.81275,12,7.88,10.8,2026-04-17T22:57:28.210480,2,12,30,0.8775,0.023
70,111.409,0.81387,12,7.95,10.8,2026-04-17T22:57:28.212371,4,12,48,0.88,0.02275
71,111.409,0.81381,12,7.95,10.8,2026-04-17T22:57:28.214212,4,24,30,0.885,0.0225
72,111.409,0.8148,12,7.9,10.8,2026-04-17T22:57:28.216122,2,18,30,0.875,0.02225
73,111.407,0.81345,12,7.93,10.8,2026-04-17T22:57:28.217864,3,18,36,0.8825,0.02225
74,111.409,0.81345,12,7.88,10.8,2026-04-17T22:57:28.219492,2,24,30,0.8825,0.022
75,111.408,0.81452,12,7.92,10.8,2026-04-17T22:57:28.221168,2,12,24,0.8775,0.02225
76,111.409,0.81454,12,7.88,10.8,2026-04-17T22:57:28.222879,2,24,24,0.8775,0.022
77,111.409,0.81515,12,7.9,10.8,2026-04-17T22:57:28.224564,2,18,48,0.875,0.02275
78,111.407,0.81461,12,7.93,10.8,2026-04-17T22:57:28.226595,3,12,48,0.8825,0.02225
79,111.407,0.8144,12,7.93,10.8,2026-04-17T22:57:28.228504,2,18,36,0.8825,0.02225
80,111.407,0.81366,12,7.85,10.8,2026-04-17T22:57:28.230198,3,18,30,0.875,0.022
81,111.409,0.81437,12,7.9,10.8,2026-04-17T22:57:28.231859,2,24,42,0.885,0.02225
82,111.406,0.81414,12,7.88,10.8,2026-04-17T22:57:28.233480,4,18,42,0.8825,0.022
83,111.408,0.81352,12,7.85,10.8,2026-04-17T22:57:28.235101,4,18,48,0.885,0.022
84,111.408,0.81289,12,7.95,10.8,2026-04-17T22:57:28.236748,4,24,48,0.88,0.02225
85,111.408,0.81445,12,7.92,10.8,2026-04-17T22:57:28.238387,3,12,42,0.8775,0.02275
86,111.409,0.81412,12,7.95,10.8,2026-04-17T22:57:28.240026,4,24,42,0.885,0.0225
87,111.408,0.81478,12,7.88,10.8,2026-04-17T22:57:28.241704,4,12,48,0.8825,0.022
88,111.409,0.81407,12,7.85,10.8,2026-04-17T22:57:28.243339,4,12,42,0.885,0.022
89,111.407,0.81416,12,8.0,10.8,2026-04-17T22:57:28.244976,3,18,30,0.88,0.0225
90,111.408,0.81484,12,7.9,10.8,2026-04-17T22:57:28.246703,4,12,36,0.885,0.02225
91,111.406,0.81396,12,7.95,10.8,2026-04-17T22:57:28.248297,3,12,48,0.875,0.0225
92,111.407,0.81438,12,7.88,10.8,2026-04-17T22:57:28.249910,4,24,48,0.8825,0.022
93,111.41,0.81294,12,7.9,10.8,2026-04-17T22:57:28.251521,2,12,48,0.875,0.02225
94,111.409,0.81416,12,7.93,10.8,2026-04-17T22:57:28.253115,2,24,42,0.8825,0.02225
95,111.407,0.81368,12,7.97,10.8,2026-04-17T22:57:28.254741,2,12,36,0.8775,0.0225
96,111.407,0.81465,12,7.85,10.8,2026-04-17T22:57:28.256366,2,24,48,0.875,0.022
97,111.406,0.81356,12,7.93,10.8,2026-04-17T22:57:28.258014,4,12,36,0.8825,0.02275
98,111.408,0.81438,12,7.95,10.8,2026-04-17T22:57:28.259697,3,12,24,0.88,0.02275
99,111.407,0.81241,12,7.9,10.8,2026-04-17T22:57:28.261420,4,12,30,0.875,0.02225
100,111.407,0.81471,12,7.97,10.8,2026-04-17T22:57:28.263171,4,12,24,0.8775,0.0225
101,111.406,0.8136,12,8.0,10.8,2026-04-17T22:57:28.264824,3,18,42,0.88,0.0225
102,111.408,0.81491,12,7.88,10.8,2026-04-17T22:57:28.266516,4,12,24,0.8825,0.022
103,111.407,0.81469,12,7.95,10.8,2026-04-17T22:57:28.268312,3,12,48,0.88,0.02275
104,111.407,0.81374,12,7.92,10.8,2026-04-17T22:57:28.270200,2,18,48,0.8775,0.02225
105,111.407,0.81232,12,7.88,10.8,2026-04-17T22:57:28.271857,4,24,48,0.8775,0.023
106,111.406,0.81265,12,7.85,10.8,2026-04-17T22:57:28.273486,3,24,42,0.875,0.023
107,111.406,0.81478,12,7.9,10.8,2026-04-17T22:57:28.275238,3,24,30,0.875,0.02275
108,111.408,0.81279,12,8.0,10.8,2026-04-17T22:57:28.277068,3,24,42,0.88,0.0225
109,111.408,0.81396,12,7.85,10.8,2026-04-17T22:57:28.279219,3,12,24,0.885,0.022
110,111.408,0.81398,12,7.92,10.8,2026-04-17T22:57:28.282069,3,18,48,0.8775,0.02225
111,111.409,0.81444,12,7.93,10.8,2026-04-17T22:57:28.283853,3,12,48,0.8825,0.02275
112,111.409,0.81304,14,7.85,10.8,2026-04-17T22:57:28.285501,3,12,36,0.875,0.023
113,111.408,0.81313,12,7.9,10.8,2026-04-17T22:57:28.287492,3,12,48,0.88,0.022
114,111.41,0.81337,12,7.88,10.8,2026-04-17T22:57:28.289105,4,18,42,0.8775,0.022
115,111.408,0.81456,12,7.85,10.8,2026-04-17T22:57:28.290735,3,18,36,0.875,0.022
116,111.407,0.81405,12,7.88,10.8,2026-04-17T22:57:28.292320,2,18,42,0.8775,0.022
117,111.408,0.81506,12,7.88,10.8,2026-04-17T22:57:28.294517,3,18,48,0.8775,0.022
118,111.408,0.81244,12,7.95,10.8,2026-04-17T22:57:28.296380,4,12,36,0.88,0.02275
119,111.407,0.81363,12,7.85,10.8,2026-04-17T22:57:28.298001,4,18,24,0.875,0.023
120,111.409,0.81454,12,7.88,10.8,2026-04-17T22:57:28.299607,2,24,42,0.8825,0.023
121,111.408,0.81384,12,7.9,10.8,2026-04-17T22:57:28.301199,3,24,48,0.875,0.02225
122,111.408,0.81406,12,7.93,10.8,2026-04-17T22:57:28.302805,3,18,48,0.8825,0.02225
123,111.41,0.81468,12,7.88,10.8,2026-04-17T22:57:28.304417,2,12,42,0.8825,0.022
124,111.408,0.81254,12,7.93,10.8,2026-04-17T22:57:28.306010,4,24,42,0.8825,0.02275
125,111.408,0.81363,12,7.98,10.8,2026-04-17T22:57:28.307885,2,18,36,0.8825,0.0225
126,111.407,0.81351,12,7.9,10.8,2026-04-17T22:57:28.309521,4,24,48,0.885,0.02225
127,111.409,0.81508,12,7.9,10.8,2026-04-17T22:57:28.311169,2,24,48,0.88,0.023
128,111.407,0.81475,12,7.9,10.8,2026-04-17T22:57:28.312781,4,18,48,0.885,0.02275
129,111.409,0.81471,12,7.85,10.8,2026-04-17T22:57:28.314380,4,18,48,0.885,0.023
130,111.406,0.81495,12,7.9,10.8,2026-04-17T22:57:28.315999,4,24,48,0.885,0.02275
131,111.408,0.8157,12,7.92,10.8,2026-04-17T22:57:28.317617,2,12,42,0.8775,0.02275
132,111.406,0.81453,12,7.9,10.8,2026-04-17T22:57:28.319237,3,24,36,0.885,0.02225
133,111.409,0.81564,12,7.9,10.8,2026-04-17T22:57:28.320866,3,24,48,0.885,0.02225
134,111.409,0.81433,12,7.85,10.8,2026-04-17T22:57:28.322491,2,12,36,0.875,0.022
135,111.407,0.81418,12,7.88,10.8,2026-04-17T22:57:28.324121,2,24,36,0.8825,0.023
136,111.409,0.81585,12,7.92,10.8,2026-04-17T22:57:28.325900,3,24,24,0.8775,0.02275
137,111.408,0.81212,12,7.92,10.8,2026-04-17T22:57:28.328758,3,18,42,0.8775,0.02225
138,111.409,0.81437,12,7.85,10.8,2026-04-17T22:57:28.330412,3,12,42,0.885,0.023
139,111.409,0.81367,12,7.92,10.8,2026-04-17T22:57:28.332035,3,24,42,0.8775,0.02275
140,111.408,0.81358,12,7.95,10.8,2026-04-17T22:57:28.333837,3,24,48,0.885,0.0225
141,111.408,0.81396,12,7.92,10.8,2026-04-17T22:57:28.335468,3,12,42,0.8775,0.02225
142,111.409,0.81512,12,7.9,10.8,2026-04-17T22:57:28.337069,4,12,36,0.88,0.022
143,111.409,0.8133,12,7.9,10.8,2026-04-17T22:57:28.338900,2,12,48,0.885,0.02275
144,111.408,0.81465,12,7.9,10.8,2026-04-17T22:57:28.340559,4,18,24,0.885,0.02225
145,111.408,0.81312,12,8.0,10.8,2026-04-17T22:57:28.342195,4,24,42,0.88,0.0225
146,111.407,0.81538,12,7.9,10.8,2026-04-17T22:57:28.344115,2,24,36,0.885,0.02225
147,111.409,0.81547,12,7.9,10.8,2026-04-17T22:57:28.345755,2,24,24,0.875,0.02275
148,111.407,0.81322,12,7.88,10.8,2026-04-17T22:57:28.347455,2,18,48,0.8775,0.022
149,111.409,0.81414,12,7.9,10.8,2026-04-17T22:57:28.349357,2,18,42,0.875,0.02275
150,111.408,0.81489,12,7.93,10.8,2026-04-17T22:57:28.351125,4,18,30,0.8825,0.02275
151,111.407,0.81392,12,7.9,10.8,2026-04-17T22:57:28.352866,2,12,48,0.88,0.022
152,111.408,0.81374,12,7.85,10.8,2026-04-17T22:57:28.354573,4,18,42,0.875,0.023
153,111.408,0.81506,12,7.92,10.8,2026-04-17T22:57:28.356291,4,12,30,0.8775,0.02275
154,111.408,0.81373,12,7.97,10.8,2026-04-17T22:57:28.357988,4,24,42,0.8775,0.0225
155,111.407,0.81329,12,7.95,10.8,2026-04-17T22:57:28.360044,2,12,48,0.88,0.02275
156,111.408,0.81302,12,7.95,10.8,2026-04-17T22:57:28.361907,4,18,24,0.88,0.02225
157,111.408,0.8132,12,7.95,10.8,2026-04-17T22:57:28.363789,2,18,48,0.88,0.02225
158,111.406,0.81289,12,7.88,10.8,2026-04-17T22:57:28.365458,3,24,30,0.8775,0.023
159,111.408,0.81326,12,7.88,10.8,2026-04-17T22:57:28.367070,4,18,30,0.8825,0.023
160,111.409,0.81468,12,7.97,10.8,2026-04-17T22:57:28.368913,3,18,36,0.8775,0.0225
161,111.408,0.81296,12,7.95,10.8,2026-04-17T22:57:28.370600,3,24,30,0.885,0.0225
162,111.408,0.81428,12,7.85,10.8,2026-04-17T22:57:28.372261,4,24,48,0.885,0.023
163,111.407,0.81389,12,7.9,10.8,2026-04-17T22:57:28.373915,2,12,30,0.885,0.02275
164,111.409,0.81452,12,7.98,10.8,2026-04-17T22:57:28.375581,4,12,48,0.8825,0.0225
165,111.408,0.81508,12,7.95,10.8,2026-04-17T22:57:28.377434,3,24,42,0.88,0.02225
166,111.408,0.81432,12,7.9,10.8,2026-04-17T22:57:28.379231,3,24,42,0.88,0.023
167,111.41,0.81513,12,7.9,10.8,2026-04-17T22:57:28.381248,2,24,24,0.88,0.022
168,111.407,0.81357,12,7.9,10.8,2026-04-17T22:57:28.382991,4,24,36,0.88,0.022
169,111.406,0.81256,12,7.9,10.8,2026-04-17T22:57:28.384674,2,12,36,0.885,0.02275
170,111.407,0.81491,12,7.9,10.8,2026-04-17T22:57:28.386506,3,18,48,0.88,0.022
171,111.406,0.81358,12,7.9,10.8,2026-04-17T22:57:28.388308,3,24,30,0.875,0.02275
172,111.408,0.8127,12,7.88,10.8,2026-04-17T22:57:28.390132,2,18,24,0.8775,0.023
173,111.405,0.81427,12,7.98,10.8,2026-04-17T22:57:28.391758,2,18,48,0.8825,0.0225
174,111.41,0.81351,12,7.88,10.8,2026-04-17T22:57:28.393483,2,18,42,0.8825,0.023
175,111.406,0.81601,12,7.93,10.8,2026-04-17T22:57:28.395134,4,12,36,0.8825,0.02225
176,111.409,0.814,12,7.97,10.8,2026-04-17T22:57:28.396775,4,24,36,0.8775,0.0225
177,111.409,0.81426,12,7.88,10.8,2026-04-17T22:57:28.398376,2,24,36,0.8775,0.022
178,111.407,0.81202,12,7.9,10.8,2026-04-17T22:57:28.400163,4,18,48,0.88,0.022
179,111.409,0.81442,12,7.88,10.8,2026-04-17T22:57:28.401815,4,12,30,0.8775,0.023
180,111.409,0.81506,12,7.9,10.8,2026-04-17T22:57:28.403487,2,18,36,0.875,0.02225
181,111.409,0.81404,12,7.88,10.8,2026-04-17T22:57:28.405135,2,24,42,0.8825,0.022
182,111.408,0.81376,12,8.0,10.8,2026-04-17T22:57:28.406761,2,12,30,0.88,0.0225
183,111.407,0.81546,12,7.88,10.8,2026-04-17T22:57:28.408437,3,24,24,0.8825,0.022
184,111.408,0.81406,12,7.85,10.8,2026-04-17T22:57:28.410230,2,24,36,0.875,0.023
185,111.408,0.81417,12,7.98,10.8,2026-04-17T22:57:28.411966,3,18,42,0.8825,0.0225
186,111.408,0.81337,12,7.92,10.8,2026-04-17T22:57:28.413596,4,12,24,0.8775,0.02225
187,111.41,0.81359,12,7.92,10.8,2026-04-17T22:57:28.415244,2,12,30,0.8775,0.02225
188,111.409,0.81272,12,7.88,10.8,2026-04-17T22:57:28.416937,4,12,24,0.8775,0.023
189,111.409,0.81247,12,7.95,10.8,2026-04-17T22:57:28.418609,2,24,42,0.885,0.0225
190,111.409,0.81415,12,7.88,10.8,2026-04-17T22:57:28.420418,4,24,24,0.8825,0.022
191,111.409,0.81334,12,7.95,10.8,2026-04-17T22:57:28.422059,4,24,36,0.88,0.02275
192,111.408,0.81318,12,7.9,10.8,2026-04-17T22:57:28.423750,4,24,30,0.88,0.022
193,111.409,0.8142,12,7.92,10.8,2026-04-17T22:57:28.425438,4,18,48,0.8775,0.02225
194,111.409,0.81264,12,7.9,10.8,2026-04-17T22:57:28.427071,3,24,24,0.885,0.02225
195,111.409,0.81318,12,7.9,10.8,2026-04-17T22:57:28.428956,4,12,42,0.885,0.02275
196,111.407,0.8157,12,8.0,10.8,2026-04-17T22:57:28.430696,2,18,30,0.88,0.0225
197,111.411,0.81513,12,7.97,10.8,2026-04-17T22:57:28.432290,2,18,36,0.8775,0.0225
198,111.41,0.81494,12,7.92,10.8,2026-04-17T22:57:28.433937,4,24,48,0.8775,0.02225
199,111.409,0.81386,12,7.92,10.8,2026-04-17T22:57:28.435763,2,24,30,0.8775,0.02225
200,111.408,0.81394,12,7.93,10.8,2026-04-17T22:57:28.437833,2,12,24,0.8825,0.02225
201,111.408,0.812,12,7.85,10.8,2026-04-17T22:57:28.439582,3,18,42,0.875,0.023
202,111.408,0.81406,12,7.95,10.8,2026-04-17T22:57:28.441559,3,18,48,0.88,0.02275
203,111.408,0.81497,12,7.93,10.8,2026-04-17T22:57:28.443717,3,24,30,0.8825,0.02275
204,111.409,0.81558,12,7.92,10.8,2026-04-17T22:57:28.445927,2,18,30,0.8775,0.02225
205,111.41,0.81305,12,7.95,10.8,2026-04-17T22:57:28.447566,4,24,42,0.88,0.02225
206,111.407,0.81292,12,7.88,10.8,2026-04-17T22:57:28.449206,2,18,42,0.8775,0.022
207,111.408,0.81325,12,7.9,10.8,2026-04-17T22:57:28.450916,4,18,36,0.88,0.023
208,111.408,0.81405,12,7.93,10.8,2026-04-17T22:57:28.452537,3,12,42,0.8825,0.02275
209,111.408,0.81346,12,7.9,10.8,2026-04-17T22:57:28.454137,4,12,48,0.88,0.023
210,111.41,0.81394,12,7.97,10.8,2026-04-17T22:57:28.455791,2,24,30,0.8775,0.0225
211,111.409,0.8132,12,7.9,10.8,2026-04-17T22:57:28.457436,4,18,30,0.88,0.022
212,111.409,0.81423,12,7.95,10.8,2026-04-17T22:57:28.459039,4,24,24,0.88,0.02275
213,111.408,0.81352,12,7.95,10.8,2026-04-17T22:57:28.461248,3,12,48,0.88,0.02225
214,111.409,0.81395,12,7.9,10.8,2026-04-17T22:57:28.462954,2,18,36,0.88,0.023
215,111.408,0.81317,12,7.9,10.8,2026-04-17T22:57:28.464604,3,18,24,0.875,0.02225
216,111.408,0.81409,12,7.97,10.8,2026-04-17T22:57:28.466235,3,18,24,0.8775,0.0225
217,111.407,0.81491,12,7.9,10.8,2026-04-17T22:57:28.467898,4,18,42,0.875,0.02225
218,111.408,0.81386,12,7.97,10.8,2026-04-17T22:57:28.469497,3,12,48,0.8775,0.0225
219,111.407,0.81278,12,7.88,10.8,2026-04-17T22:57:28.471166,3,12,42,0.8775,0.022
220,111.407,0.81315,12,7.88,10.8,2026-04-17T22:57:28.472867,2,18,24,0.8775,0.022
221,111.408,0.81327,12,7.9,10.8,2026-04-17T22:57:28.474468,2,18,42,0.875,0.02275
222,111.408,0.81299,12,7.9,10.8,2026-04-17T22:57:28.476068,3,18,24,0.88,0.022
223,111.406,0.81328,12,7.88,10.8,2026-04-17T22:57:28.478196,2,12,48,0.8775,0.022
224,111.408,0.81269,12,7.9,10.8,2026-04-17T22:57:28.480094,3,12,30,0.875,0.02275
225,111.408,0.81313,12,7.93,10.8,2026-04-17T22:57:28.482426,3,12,36,0.8825,0.02225
226,111.407,0.81404,12,7.95,10.8,2026-04-17T22:57:28.484061,2,24,42,0.88,0.02225
227,111.407,0.81351,12,7.95,10.8,2026-04-17T22:57:28.485692,3,18,48,0.875,0.0225
228,111.409,0.81409,12,7.85,10.8,2026-04-17T22:57:28.487307,4,18,30,0.875,0.022
229,111.41,0.81509,12,7.85,10.8,2026-04-17T22:57:28.488982,2,18,24,0.885,0.022
230,111.407,0.81295,12,7.88,10.8,2026-04-17T22:57:28.490958,2,12,42,0.8825,0.022
231,111.407,0.8138,12,7.93,10.8,2026-04-17T22:57:28.493005,2,24,30,0.8825,0.02275
232,111.409,0.81279,12,7.93,10.8,2026-04-17T22:57:28.495001,3,18,30,0.8825,0.02275
233,111.408,0.81431,12,7.93,10.8,2026-04-17T22:57:28.496661,4,18,24,0.8825,0.02275
234,111.407,0.81486,12,7.9,10.8,2026-04-17T22:57:28.498258,2,12,30,0.885,0.02225
235,111.408,0.81321,12,7.85,10.8,2026-04-17T22:57:28.499889,3,18,42,0.875,0.023
236,111.409,0.81464,12,7.85,10.8,2026-04-17T22:57:28.501535,3,18,42,0.885,0.022
237,111.408,0.81493,12,7.95,10.8,2026-04-17T22:57:28.503164,4,12,30,0.88,0.02225
238,111.407,0.81339,12,8.0,10.8,2026-04-17T22:57:28.504806,4,12,36,0.88,0.0225
239,111.408,0.81337,12,7.88,10.8,2026-04-17T22:57:28.506419,2,24,48,0.8775,0.023
240,111.408,0.81388,12,7.9,10.8,2026-04-17T22:57:28.508016,2,12,42,0.885,0.02275
241,111.409,0.81418,12,7.92,10.8,2026-04-17T22:57:28.509750,3,24,42,0.8775,0.02225
242,111.407,0.81445,12,7.88,10.8,2026-04-17T22:57:28.511518,4,24,24,0.8825,0.023
243,111.407,0.81491,12,7.85,10.8,2026-04-17T22:57:28.513142,3,24,30,0.885,0.022
244,111.408,0.8143,12,7.9,10.8,2026-04-17T22:57:28.514766,2,24,30,0.885,0.02275
245,111.41,0.81286,12,7.98,10.8,2026-04-17T22:57:28.516439,4,12,30,0.8825,0.0225
246,111.408,0.8144,12,7.97,10.8,2026-04-17T22:57:28.518053,3,12,30,0.8775,0.0225
247,111.408,0.81389,12,7.9,10.8,2026-04-17T22:57:28.519689,3,18,30,0.88,0.022
248,111.407,0.81406,12,7.88,10.8,2026-04-17T22:57:28.521358,4,12,48,0.8775,0.022
249,111.408,0.81352,12,7.93,10.8,2026-04-17T22:57:28.523031,4,12,24,0.8825,0.02275
250,111.408,0.81356,12,7.9,10.8,2026-04-17T22:57:28.524679,3,18,42,0.88,0.022
251,111.408,0.81401,12,7.92,10.8,2026-04-17T22:57:28.526350,3,24,48,0.8775,0.02225
252,111.408,0.81387,12,7.98,10.8,2026-04-17T22:57:28.528021,3,12,48,0.8825,0.0225
253,111.409,0.81521,12,7.85,10.8,2026-04-17T22:57:28.529667,2,12,24,0.885,0.022
254,111.408,0.81367,12,7.9,10.8,2026-04-17T22:57:28.531389,4,12,30,0.875,0.02275
255,111.408,0.81534,12,7.9,10.8,2026-04-17T22:57:28.533034,3,18,42,0.875,0.02225
256,111.409,0.8138,12,7.95,10.8,2026-04-17T22:57:28.534647,3,12,30,0.88,0.02225
257,111.409,0.81527,12,7.9,10.8,2026-04-17T22:57:28.536252,3,18,24,0.885,0.02225
258,111.408,0.81497,12,7.9,10.8,2026-04-17T22:57:28.537872,4,24,30,0.885,0.02225
259,111.409,0.81346,12,7.85,10.8,2026-04-17T22:57:28.539466,2,18,30,0.875,0.023
260,111.407,0.81297,12,7.92,10.8,2026-04-17T22:57:28.541049,4,24,48,0.8775,0.02275
261,111.408,0.81385,12,8.0,10.8,2026-04-17T22:57:28.542684,2,18,36,0.88,0.0225
262,111.41,0.81277,12,7.92,10.8,2026-04-17T22:57:28.544330,4,12,48,0.8775,0.02275
263,111.408,0.81492,12,8.0,10.8,2026-04-17T22:57:28.546021,3,18,24,0.88,0.0225
264,111.408,0.81464,12,7.95,10.8,2026-04-17T22:57:28.547736,4,12,42,0.875,0.0225
265,111.408,0.81423,12,7.85,10.8,2026-04-17T22:57:28.549337,2,12,48,0.875,0.022
