trial_id,w_g,braiding_phase,active_cubes,stability_score,version,timestamp,num_layers,num_polarities,max_facts,gauge_strength,omega_R
63,111.409,0.81404,12,7.85,10.8,2026-04-18T00:44:04.821804,3,12,30,0.875,0.022
64,111.409,0.81419,12,7.93,10.8,2026-04-18T00:44:04.824070,3,18,30,0.8825,0.02225
65,111.408,0.81408,12,7.9,10.8,2026-04-18T00:44:04.825946,2,12,30,0.875,0.02275
66,111.409,0.81378,12,7.85,10.8,2026-04-18T00:44:04.827609,3,18,42,0.875,0.023
67,111.407,0.81414,12,7.85,10.8,2026-04-18T00:44:04.829264,3,18,36,0.875,0.023
68,111.409,0.81292,12,7.92,10.8,2026-04-18T00:44:04.831001,2,24,30,0.8775,0.02225
69,111.409,0.81345,12,7.88,10.8,2026-04-18T00:44:04.832624,2,24,36,0.8825,0.023
70,111.407,0.81396,12,7.85,10.8,2026-04-18T00:44:04.834250,3,12,36,0.875,0.022
71,111.408,0.81301,12,7.9,10.8,2026-04-18T00:44:04.835991,2,24,48,0.885,0.02225
72,111.408,0.81337,12,7.88,10.8,2026-04-18T00:44:04.837660,2,24,42,0.8825,0.023
73,111.409,0.81375,12,7.95,10.8,2026-04-18T00:44:04.839320,3,18,30,0.875,0.0225
74,111.407,0.81442,12,7.9,10.8,2026-04-18T00:44:04.841440,2,12,36,0.885,0.02225
75,111.409,0.81328,12,7.9,10.8,2026-04-18T00:44:04.843070,2,18,48,0.885,0.02225
76,111.408,0.81339,12,7.95,10.8,2026-04-18T00:44:04.844762,3,12,36,0.885,0.0225
77,111.408,0.81449,12,7.92,10.8,2026-04-18T00:44:04.846461,3,18,48,0.8775,0.02225
78,111.408,0.81384,12,7.88,10.8,2026-04-18T00:44:04.848133,2,24,24,0.8775,0.023
79,111.408,0.81501,12,7.93,10.8,2026-04-18T00:44:04.849806,2,12,24,0.8825,0.02275
80,111.407,0.8146,12,7.93,10.8,2026-04-18T00:44:04.851482,2,12,48,0.8825,0.02225
81,111.405,0.8122,12,7.88,10.8,2026-04-18T00:44:04.853096,4,18,36,0.8825,0.022
82,111.407,0.81263,12,7.95,10.8,2026-04-18T00:44:04.854728,3,18,36,0.88,0.02225
83,111.409,0.81565,12,7.88,10.8,2026-04-18T00:44:04.856362,3,24,42,0.8775,0.023
84,111.408,0.81563,13,7.95,10.8,2026-04-18T00:44:04.858038,3,18,36,0.875,0.0225
85,111.408,0.81383,12,7.85,10.8,2026-04-18T00:44:04.859734,3,18,36,0.885,0.022
86,111.409,0.81452,12,7.9,10.8,2026-04-18T00:44:04.861543,3,12,24,0.875,0.02225
87,111.407,0.81512,12,7.9,10.8,2026-04-18T00:44:04.863243,4,12,36,0.88,0.023
88,111.408,0.81499,12,7.93,10.8,2026-04-18T00:44:04.864913,2,12,24,0.8825,0.02275
89,111.406,0.81381,12,7.88,10.8,2026-04-18T00:44:04.866575,2,24,42,0.8775,0.023
90,111.408,0.81454,12,7.88,10.8,2026-04-18T00:44:04.868238,3,12,42,0.8775,0.022
91,111.406,0.81445,12,7.93,10.8,2026-04-18T00:44:04.869881,4,18,24,0.8825,0.02225
92,111.41,0.81532,12,7.88,10.8,2026-04-18T00:44:04.871520,3,18,30,0.8825,0.022
93,111.408,0.81309,12,7.93,10.8,2026-04-18T00:44:04.873188,4,24,30,0.8825,0.02275
94,111.408,0.81431,12,7.95,10.8,2026-04-18T00:44:04.875386,3,18,42,0.88,0.02225
95,111.409,0.81315,12,7.9,10.8,2026-04-18T00:44:04.877750,2,18,48,0.88,0.023
96,111.407,0.8136,12,7.93,10.8,2026-04-18T00:44:04.879475,4,18,30,0.8825,0.02275
97,111.407,0.81353,12,7.88,10.8,2026-04-18T00:44:04.881155,4,18,24,0.8775,0.022
98,111.41,0.81322,12,7.92,10.8,2026-04-18T00:44:04.882838,4,18,48,0.8775,0.02275
99,111.409,0.8142,12,7.9,10.8,2026-04-18T00:44:04.884540,2,12,30,0.885,0.02225
100,111.409,0.8139,12,7.9,10.8,2026-04-18T00:44:04.886287,4,12,42,0.875,0.02275
101,111.406,0.81417,12,7.95,10.8,2026-04-18T00:44:04.887979,2,24,42,0.885,0.0225
102,111.41,0.81505,12,8.0,10.8,2026-04-18T00:44:04.889680,2,24,42,0.88,0.0225
103,111.409,0.81455,12,7.95,10.8,2026-04-18T00:44:04.891323,3,12,36,0.88,0.02225
104,111.408,0.81443,12,7.85,10.8,2026-04-18T00:44:04.892967,2,12,30,0.885,0.023
105,111.407,0.81345,12,7.85,10.8,2026-04-18T00:44:04.894630,3,18,36,0.875,0.023
106,111.408,0.81406,12,7.85,10.8,2026-04-18T00:44:04.896288,2,18,30,0.875,0.022
107,111.408,0.81396,12,7.88,10.8,2026-04-18T00:44:04.897948,2,12,42,0.8775,0.022
108,111.407,0.81464,12,7.85,10.8,2026-04-18T00:44:04.899618,3,24,24,0.885,0.022
109,111.408,0.81402,12,7.85,10.8,2026-04-18T00:44:04.901794,2,24,24,0.885,0.023
110,111.408,0.81493,12,7.97,10.8,2026-04-18T00:44:04.903461,2,12,24,0.8775,0.0225
111,111.408,0.81411,12,7.97,10.8,2026-04-18T00:44:04.905207,4,18,36,0.8775,0.0225
112,111.408,0.81327,12,7.98,10.8,2026-04-18T00:44:04.906938,4,12,24,0.8825,0.0225
113,111.407,0.81314,12,7.85,10.8,2026-04-18T00:44:04.908775,4,12,24,0.885,0.023
114,111.41,0.81472,12,8.0,10.8,2026-04-18T00:44:04.911242,4,12,30,0.88,0.0225
115,111.408,0.812,12,7.9,10.8,2026-04-18T00:44:04.913270,3,12,24,0.885,0.02225
116,111.406,0.81446,12,7.85,10.8,2026-04-18T00:44:04.914989,2,24,30,0.875,0.022
117,111.408,0.81436,12,7.98,10.8,2026-04-18T00:44:04.916665,3,12,30,0.8825,0.0225
118,111.409,0.81363,12,7.92,10.8,2026-04-18T00:44:04.918306,4,12,24,0.8775,0.02275
119,111.407,0.81464,12,7.88,10.8,2026-04-18T00:44:04.919965,3,12,30,0.8825,0.023
120,111.408,0.81415,12,7.95,10.8,2026-04-18T00:44:04.921722,3,24,30,0.885,0.0225
121,111.408,0.81442,12,7.95,10.8,2026-04-18T00:44:04.923388,4,12,24,0.88,0.02275
122,111.409,0.81503,12,7.95,10.8,2026-04-18T00:44:04.925084,4,12,24,0.875,0.0225
123,111.408,0.81407,12,7.88,10.8,2026-04-18T00:44:04.926800,3,12,30,0.8825,0.023
124,111.407,0.81451,12,7.92,10.8,2026-04-18T00:44:04.928555,3,18,48,0.8775,0.02275
125,111.408,0.81424,12,7.88,10.8,2026-04-18T00:44:04.930254,4,18,24,0.8775,0.022
126,111.409,0.813,12,7.95,10.8,2026-04-18T00:44:04.931924,3,12,48,0.88,0.02225
127,111.409,0.81306,12,7.95,10.8,2026-04-18T00:44:04.933584,3,18,30,0.885,0.0225
128,111.407,0.8155,12,7.9,10.8,2026-04-18T00:44:04.935222,2,12,48,0.88,0.022
129,111.408,0.81391,12,7.88,10.8,2026-04-18T00:44:04.936946,3,24,30,0.8825,0.022
130,111.409,0.81234,12,7.85,10.8,2026-04-18T00:44:04.938639,3,12,24,0.875,0.022
131,111.406,0.81384,12,7.9,10.8,2026-04-18T00:44:04.940295,4,12,48,0.885,0.02275
132,111.406,0.81384,12,7.97,10.8,2026-04-18T00:44:04.941976,2,12,24,0.8775,0.0225
133,111.408,0.81369,12,7.85,10.8,2026-04-18T00:44:04.944114,3,12,48,0.875,0.023
134,111.408,0.81417,12,8.0,10.8,2026-04-18T00:44:04.946915,3,18,24,0.88,0.0225
135,111.407,0.81394,12,7.88,10.8,2026-04-18T00:44:04.949386,4,24,48,0.8775,0.023
136,111.408,0.81273,12,7.88,10.8,2026-04-18T00:44:04.951255,3,12,24,0.8825,0.023
137,111.409,0.81234,12,7.85,10.8,2026-04-18T00:44:04.952926,2,24,24,0.885,0.023
138,111.407,0.81478,12,7.9,10.8,2026-04-18T00:44:04.954603,4,18,42,0.885,0.02225
139,111.41,0.81284,12,7.85,10.8,2026-04-18T00:44:04.956278,4,12,36,0.875,0.022
140,111.409,0.81426,12,7.9,10.8,2026-04-18T00:44:04.957994,4,18,48,0.885,0.02225
141,111.408,0.81535,12,7.95,10.8,2026-04-18T00:44:04.959685,4,18,30,0.88,0.02225
142,111.408,0.81338,12,7.88,10.8,2026-04-18T00:44:04.961591,4,12,36,0.8825,0.022
143,111.408,0.81425,12,8.0,10.8,2026-04-18T00:44:04.963259,4,24,36,0.88,0.0225
144,111.407,0.81459,12,7.93,10.8,2026-04-18T00:44:04.965518,3,24,48,0.8825,0.02225
145,111.408,0.81449,12,7.88,10.8,2026-04-18T00:44:04.967826,3,18,42,0.8825,0.022
146,111.409,0.81359,12,7.9,10.8,2026-04-18T00:44:04.969594,4,18,48,0.88,0.022
147,111.409,0.81384,12,7.9,10.8,2026-04-18T00:44:04.971213,2,18,24,0.875,0.02225
148,111.408,0.81444,12,7.9,10.8,2026-04-18T00:44:04.972893,4,24,24,0.885,0.02225
149,111.408,0.81322,12,7.88,10.8,2026-04-18T00:44:04.974533,2,24,30,0.8775,0.022
150,111.408,0.81476,12,7.95,10.8,2026-04-18T00:44:04.976152,4,24,48,0.88,0.02225
151,111.406,0.81278,12,7.88,10.8,2026-04-18T00:44:04.977865,3,12,42,0.8825,0.022
152,111.407,0.81316,12,7.88,10.8,2026-04-18T00:44:04.980064,4,12,36,0.8825,0.022
153,111.408,0.81309,12,7.95,10.8,2026-04-18T00:44:04.981711,4,12,42,0.875,0.0225
154,111.408,0.8134,12,7.85,10.8,2026-04-18T00:44:04.983324,3,12,24,0.875,0.022
155,111.407,0.8144,12,7.95,10.8,2026-04-18T00:44:04.984964,4,12,48,0.88,0.02275
156,111.408,0.8127,12,7.93,10.8,2026-04-18T00:44:04.986671,2,24,30,0.8825,0.02225
157,111.408,0.81395,12,7.95,10.8,2026-04-18T00:44:04.988317,2,24,30,0.885,0.0225
158,111.408,0.81427,12,7.97,10.8,2026-04-18T00:44:04.990083,2,12,30,0.8775,0.0225
159,111.408,0.81336,12,7.85,10.8,2026-04-18T00:44:04.991771,3,24,48,0.875,0.023
160,111.408,0.81327,12,7.95,10.8,2026-04-18T00:44:04.993468,3,18,42,0.88,0.02275
161,111.407,0.81321,12,7.85,10.8,2026-04-18T00:44:04.995177,2,12,24,0.875,0.023
162,111.408,0.81455,12,7.88,10.8,2026-04-18T00:44:04.996877,2,12,48,0.8825,0.022
163,111.406,0.81394,12,7.95,10.8,2026-04-18T00:44:04.998873,3,24,30,0.885,0.0225
164,111.408,0.81344,12,7.93,10.8,2026-04-18T00:44:05.001152,4,18,24,0.8825,0.02275
165,111.41,0.81244,12,7.9,10.8,2026-04-18T00:44:05.002876,3,18,36,0.88,0.022
166,111.408,0.81453,12,7.88,10.8,2026-04-18T00:44:05.005016,4,24,30,0.8775,0.022
167,111.408,0.81342,12,7.85,10.8,2026-04-18T00:44:05.006678,4,18,48,0.885,0.023
168,111.408,0.81433,12,7.85,10.8,2026-04-18T00:44:05.008343,3,24,30,0.885,0.022
169,111.407,0.81423,12,7.9,10.8,2026-04-18T00:44:05.010046,3,12,24,0.885,0.02275
170,111.408,0.81438,12,7.92,10.8,2026-04-18T00:44:05.011728,3,12,42,0.8775,0.02275
171,111.407,0.814,12,7.88,10.8,2026-04-18T00:44:05.013373,3,18,36,0.8775,0.022
172,111.406,0.81558,12,7.93,10.8,2026-04-18T00:44:05.014986,4,12,42,0.8825,0.02275
173,111.407,0.81365,12,7.88,10.8,2026-04-18T00:44:05.016633,3,12,30,0.8775,0.022
174,111.407,0.81392,12,7.85,10.8,2026-04-18T00:44:05.018452,3,24,42,0.875,0.023
175,111.408,0.81408,12,7.93,10.8,2026-04-18T00:44:05.020104,3,18,24,0.8825,0.02225
176,111.409,0.81436,12,7.85,10.8,2026-04-18T00:44:05.021739,4,18,42,0.885,0.023
177,111.407,0.81378,12,7.98,10.8,2026-04-18T00:44:05.023395,3,12,42,0.8825,0.0225
178,111.407,0.81374,12,7.95,10.8,2026-04-18T00:44:05.025424,3,12,30,0.875,0.0225
179,111.408,0.81444,12,7.95,10.8,2026-04-18T00:44:05.027107,4,12,36,0.875,0.0225
180,111.408,0.81396,12,7.85,10.8,2026-04-18T00:44:05.028850,3,12,24,0.875,0.023
181,111.407,0.81287,12,7.98,10.8,2026-04-18T00:44:05.030627,3,18,36,0.8825,0.0225
182,111.408,0.81521,12,7.92,10.8,2026-04-18T00:44:05.032506,2,18,24,0.8775,0.02275
183,111.407,0.81473,12,7.9,10.8,2026-04-18T00:44:05.034818,4,12,30,0.88,0.022
184,111.407,0.81443,13,7.95,10.8,2026-04-18T00:44:05.036487,3,24,24,0.88,0.02275
185,111.408,0.81304,12,7.88,10.8,2026-04-18T00:44:05.038227,3,24,30,0.8775,0.022
186,111.408,0.81371,12,7.88,10.8,2026-04-18T00:44:05.039909,4,24,36,0.8825,0.022
187,111.408,0.81385,12,7.95,10.8,2026-04-18T00:44:05.041728,3,12,24,0.875,0.0225
188,111.407,0.81439,12,7.93,10.8,2026-04-18T00:44:05.043390,4,12,42,0.8825,0.02225
189,111.409,0.81295,12,7.85,10.8,2026-04-18T00:44:05.045071,2,18,30,0.875,0.023
190,111.407,0.81337,12,7.95,10.8,2026-04-18T00:44:05.047017,3,12,42,0.875,0.0225
191,111.409,0.81372,12,8.0,10.8,2026-04-18T00:44:05.048834,4,24,48,0.88,0.0225
192,111.406,0.81371,12,7.97,10.8,2026-04-18T00:44:05.050910,4,24,36,0.8775,0.0225
193,111.41,0.81428,12,7.95,10.8,2026-04-18T00:44:05.052587,3,24,48,0.88,0.02275
194,111.408,0.814,12,7.85,10.8,2026-04-18T00:44:05.054680,3,12,24,0.875,0.023
195,111.409,0.8139,12,7.95,10.8,2026-04-18T00:44:05.056688,4,24,36,0.88,0.02275
196,111.407,0.81448,12,7.85,10.8,2026-04-18T00:44:05.058325,4,24,24,0.875,0.023
197,111.408,0.81468,12,7.85,10.8,2026-04-18T00:44:05.060505,2,12,36,0.875,0.023
198,111.406,0.81371,12,7.9,10.8,2026-04-18T00:44:05.062337,3,12,36,0.88,0.023
199,111.408,0.81412,12,7.98,10.8,2026-04-18T00:44:05.064127,2,18,30,0.8825,0.0225
200,111.408,0.81414,12,7.88,10.8,2026-04-18T00:44:05.066372,4,24,24,0.8775,0.022
201,111.408,0.81428,12,7.95,10.8,2026-04-18T00:44:05.068365,4,24,24,0.875,0.0225
202,111.408,0.81309,12,7.95,10.8,2026-04-18T00:44:05.070106,4,24,30,0.88,0.02225
203,111.408,0.81535,12,7.95,10.8,2026-04-18T00:44:05.071848,4,12,30,0.88,0.02225
204,111.408,0.81435,12,7.95,10.8,2026-04-18T00:44:05.073516,3,18,24,0.88,0.02225
205,111.407,0.81475,12,7.88,10.8,2026-04-18T00:44:05.075178,3,18,24,0.8775,0.022
206,111.409,0.81451,12,7.9,10.8,2026-04-18T00:44:05.076856,2,18,42,0.88,0.022
207,111.407,0.81318,12,8.0,10.8,2026-04-18T00:44:05.078509,2,18,36,0.88,0.0225
208,111.408,0.81403,12,7.95,10.8,2026-04-18T00:44:05.080149,4,12,36,0.88,0.02225
209,111.409,0.81472,12,7.93,10.8,2026-04-18T00:44:05.082007,4,18,48,0.8825,0.02225
210,111.409,0.81352,12,7.9,10.8,2026-04-18T00:44:05.083663,2,18,42,0.885,0.02225
211,111.408,0.81283,12,7.95,10.8,2026-04-18T00:44:05.085959,2,24,30,0.88,0.02225
212,111.406,0.81439,12,7.88,10.8,2026-04-18T00:44:05.087828,3,24,30,0.8775,0.022
213,111.408,0.81458,12,7.92,10.8,2026-04-18T00:44:05.090005,2,12,48,0.8775,0.02225
214,111.407,0.81238,12,7.85,10.8,2026-04-18T00:44:05.092141,4,12,42,0.875,0.022
215,111.408,0.81414,12,7.9,10.8,2026-04-18T00:44:05.093882,3,24,30,0.885,0.02225
216,111.409,0.81398,12,7.92,10.8,2026-04-18T00:44:05.095561,2,12,36,0.8775,0.02275
217,111.409,0.81279,12,7.85,10.8,2026-04-18T00:44:05.098001,2,24,24,0.885,0.023
218,111.408,0.81502,12,7.95,10.8,2026-04-18T00:44:05.099925,4,18,42,0.875,0.0225
219,111.409,0.81288,12,8.0,10.8,2026-04-18T00:44:05.101562,4,24,24,0.88,0.0225
220,111.407,0.81273,12,7.9,10.8,2026-04-18T00:44:05.103370,3,12,42,0.885,0.02225
221,111.407,0.8148,12,7.95,10.8,2026-04-18T00:44:05.105455,3,12,42,0.88,0.02225
222,111.408,0.81366,12,7.9,10.8,2026-04-18T00:44:05.107215,2,24,42,0.88,0.022
223,111.407,0.81504,12,7.97,10.8,2026-04-18T00:44:05.109244,4,12,48,0.8775,0.0225
224,111.408,0.81409,12,7.95,10.8,2026-04-18T00:44:05.111055,2,12,24,0.875,0.0225
225,111.408,0.81294,12,7.88,10.8,2026-04-18T00:44:05.112926,4,18,48,0.8825,0.023
226,111.407,0.81363,12,7.88,10.8,2026-04-18T00:44:05.114553,3,18,36,0.8825,0.022
227,111.409,0.81299,12,7.9,10.8,2026-04-18T00:44:05.116174,3,18,36,0.88,0.023
228,111.408,0.81387,15,7.97,10.8,2026-04-18T00:44:05.117821,4,24,42,0.8775,0.0225
229,111.407,0.81285,12,8.0,10.8,2026-04-18T00:44:05.120019,4,12,48,0.88,0.0225
230,111.407,0.81557,12,7.93,10.8,2026-04-18T00:44:05.121710,2,24,30,0.8825,0.02275
231,111.408,0.81447,12,7.97,10.8,2026-04-18T00:44:05.123394,2,24,42,0.8775,0.0225
232,111.41,0.81533,12,7.95,10.8,2026-04-18T00:44:05.125512,2,24,42,0.88,0.02275
233,111.406,0.81447,12,7.9,10.8,2026-04-18T00:44:05.127468,3,12,24,0.88,0.023
234,111.409,0.81449,12,7.88,10.8,2026-04-18T00:44:05.129360,3,12,42,0.8825,0.022
235,111.409,0.81352,12,7.88,10.8,2026-04-18T00:44:05.131259,3,24,42,0.8825,0.023
236,111.409,0.8146,12,7.93,10.8,2026-04-18T00:44:05.133393,4,12,42,0.8825,0.02275
237,111.408,0.8145,12,7.93,10.8,2026-04-18T00:44:05.135016,2,12,36,0.8825,0.02275
238,111.408,0.81328,12,7.9,10.8,2026-04-18T00:44:05.136988,4,12,36,0.885,0.02225
239,111.407,0.81423,12,7.92,10.8,2026-04-18T00:44:05.139129,2,12,30,0.8775,0.02225
240,111.408,0.81418,12,7.88,10.8,2026-04-18T00:44:05.141310,2,12,42,0.8825,0.022
241,111.408,0.81293,12,7.85,10.8,2026-04-18T00:44:05.143184,4,18,42,0.885,0.022
242,111.408,0.81498,12,7.95,10.8,2026-04-18T00:44:05.144858,3,12,48,0.875,0.0225
243,111.407,0.81286,12,7.92,10.8,2026-04-18T00:44:05.147232,2,18,48,0.8775,0.02225
244,111.408,0.81252,12,7.85,10.8,2026-04-18T00:44:05.148952,2,18,30,0.885,0.022
245,111.405,0.81351,12,7.85,10.8,2026-04-18T00:44:05.150608,4,18,48,0.885,0.023
246,111.408,0.81349,12,7.88,10.8,2026-04-18T00:44:05.152229,3,12,24,0.8825,0.022
247,111.408,0.81498,12,7.88,10.8,2026-04-18T00:44:05.153887,2,18,48,0.8825,0.022
248,111.409,0.81414,12,7.88,10.8,2026-04-18T00:44:05.155494,3,24,24,0.8775,0.022
249,111.407,0.81385,12,7.9,10.8,2026-04-18T00:44:05.157107,3,12,36,0.875,0.02275
250,111.408,0.81474,12,7.85,10.8,2026-04-18T00:44:05.158720,3,12,48,0.885,0.022
251,111.406,0.81387,12,7.85,10.8,2026-04-18T00:44:05.160349,2,12,24,0.885,0.023
252,111.408,0.81386,12,7.9,10.8,2026-04-18T00:44:05.162056,2,18,48,0.875,0.02225
253,111.406,0.81358,12,7.92,10.8,2026-04-18T00:44:05.163674,3,24,42,0.8775,0.02225
254,111.407,0.81357,12,7.85,10.8,2026-04-18T00:44:05.165300,2,24,42,0.885,0.023
255,111.409,0.81456,12,7.98,10.8,2026-04-18T00:44:05.167043,3,12,36,0.8825,0.0225
256,111.407,0.81377,12,7.85,10.8,2026-04-18T00:44:05.168786,4,12,42,0.875,0.022
257,111.407,0.81434,12,7.9,10.8,2026-04-18T00:44:05.170569,2,12,36,0.885,0.02275
258,111.408,0.81512,12,7.93,10.8,2026-04-18T00:44:05.172549,3,18,36,0.8825,0.02225
259,111.407,0.81462,12,7.9,10.8,2026-04-18T00:44:05.174259,3,18,36,0.88,0.023
260,111.409,0.81423,12,7.98,10.8,2026-04-18T00:44:05.175922,3,24,30,0.8825,0.0225
261,111.407,0.81466,12,7.9,10.8,2026-04-18T00:44:05.177546,4,18,48,0.875,0.02275
262,111.409,0.813,12,7.92,10.8,2026-04-18T00:44:05.179161,2,18,30,0.8775,0.02225
263,111.409,0.812,12,7.92,10.8,2026-04-18T00:44:05.180800,2,24,36,0.8775,0.02225
264,111.41,0.81316,12,7.95,10.8,2026-04-18T00:44:05.182567,3,12,36,0.875,0.0225
265,111.407,0.81533,12,7.9,10.8,2026-04-18T00:44:05.184202,3,24,42,0.875,0.02225
266,111.407,0.81365,12,7.88,10.8,2026-04-18T00:44:05.185855,2,24,30,0.8775,0.022
