trial_id,w_g,braiding_phase,active_cubes,stability_score,version,timestamp,params
27,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:18.450747,"{'num_layers': 3, 'num_polarities': 24, 'max_facts': 42, 'gauge_strength': 0.84, 'omega_R': 0.023}"
28,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.747572,"{'num_layers': 4, 'num_polarities': 18, 'max_facts': 36, 'gauge_strength': 0.88, 'omega_R': 0.0235}"
29,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.770476,"{'num_layers': 4, 'num_polarities': 18, 'max_facts': 36, 'gauge_strength': 0.86, 'omega_R': 0.0215}"
30,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:18.447368,"{'num_layers': 2, 'num_polarities': 12, 'max_facts': 24, 'gauge_strength': 0.86, 'omega_R': 0.023}"
31,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:18.781339,"{'num_layers': 3, 'num_polarities': 12, 'max_facts': 36, 'gauge_strength': 0.9, 'omega_R': 0.0235}"
32,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.764715,"{'num_layers': 4, 'num_polarities': 18, 'max_facts': 30, 'gauge_strength': 0.88, 'omega_R': 0.0235}"
33,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.697698,"{'num_layers': 4, 'num_polarities': 18, 'max_facts': 30, 'gauge_strength': 0.88, 'omega_R': 0.023}"
34,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:18.317508,"{'num_layers': 2, 'num_polarities': 12, 'max_facts': 48, 'gauge_strength': 0.9, 'omega_R': 0.0235}"
35,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.790958,"{'num_layers': 3, 'num_polarities': 12, 'max_facts': 42, 'gauge_strength': 0.86, 'omega_R': 0.022}"
36,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:18.278100,"{'num_layers': 2, 'num_polarities': 24, 'max_facts': 48, 'gauge_strength': 0.9, 'omega_R': 0.0225}"
37,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.726991,"{'num_layers': 2, 'num_polarities': 24, 'max_facts': 48, 'gauge_strength': 0.84, 'omega_R': 0.0235}"
38,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.754695,"{'num_layers': 3, 'num_polarities': 12, 'max_facts': 24, 'gauge_strength': 0.9, 'omega_R': 0.022}"
39,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.745334,"{'num_layers': 4, 'num_polarities': 12, 'max_facts': 30, 'gauge_strength': 0.86, 'omega_R': 0.022}"
40,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.728547,"{'num_layers': 4, 'num_polarities': 24, 'max_facts': 36, 'gauge_strength': 0.88, 'omega_R': 0.022}"
41,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:22.730089,"{'num_layers': 3, 'num_polarities': 24, 'max_facts': 36, 'gauge_strength': 0.84, 'omega_R': 0.022}"
42,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.140857,"{'num_layers': 4, 'num_polarities': 24, 'max_facts': 36, 'gauge_strength': 0.86, 'omega_R': 0.022}"
43,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.143239,"{'num_layers': 3, 'num_polarities': 18, 'max_facts': 30, 'gauge_strength': 0.84, 'omega_R': 0.0225}"
44,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.145623,"{'num_layers': 2, 'num_polarities': 18, 'max_facts': 24, 'gauge_strength': 0.86, 'omega_R': 0.023}"
45,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.148019,"{'num_layers': 2, 'num_polarities': 12, 'max_facts': 30, 'gauge_strength': 0.9, 'omega_R': 0.0215}"
46,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.150309,"{'num_layers': 3, 'num_polarities': 24, 'max_facts': 30, 'gauge_strength': 0.84, 'omega_R': 0.0225}"
47,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.152608,"{'num_layers': 2, 'num_polarities': 18, 'max_facts': 36, 'gauge_strength': 0.88, 'omega_R': 0.0225}"
48,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.155027,"{'num_layers': 4, 'num_polarities': 24, 'max_facts': 42, 'gauge_strength': 0.88, 'omega_R': 0.0225}"
49,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.157370,"{'num_layers': 2, 'num_polarities': 24, 'max_facts': 30, 'gauge_strength': 0.84, 'omega_R': 0.022}"
50,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.159709,"{'num_layers': 3, 'num_polarities': 24, 'max_facts': 48, 'gauge_strength': 0.9, 'omega_R': 0.0215}"
51,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.162134,"{'num_layers': 2, 'num_polarities': 12, 'max_facts': 30, 'gauge_strength': 0.86, 'omega_R': 0.0215}"
52,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.164429,"{'num_layers': 4, 'num_polarities': 12, 'max_facts': 24, 'gauge_strength': 0.86, 'omega_R': 0.022}"
53,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.166730,"{'num_layers': 3, 'num_polarities': 24, 'max_facts': 36, 'gauge_strength': 0.84, 'omega_R': 0.0225}"
54,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.169149,"{'num_layers': 3, 'num_polarities': 12, 'max_facts': 36, 'gauge_strength': 0.9, 'omega_R': 0.0215}"
55,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.173131,"{'num_layers': 3, 'num_polarities': 24, 'max_facts': 30, 'gauge_strength': 0.88, 'omega_R': 0.0225}"
56,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.186839,"{'num_layers': 4, 'num_polarities': 12, 'max_facts': 48, 'gauge_strength': 0.88, 'omega_R': 0.022}"
57,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.197566,"{'num_layers': 4, 'num_polarities': 12, 'max_facts': 36, 'gauge_strength': 0.9, 'omega_R': 0.0235}"
58,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.204964,"{'num_layers': 4, 'num_polarities': 12, 'max_facts': 48, 'gauge_strength': 0.86, 'omega_R': 0.023}"
59,111.408,0.8145,8,8.0,v10.8,2026-04-17T04:02:15.213064,"{'num_layers': 4, 'num_polarities': 12, 'max_facts': 48, 'gauge_strength': 0.9, 'omega_R': 0.022}"
